,Ordinary Shares Number,Share Issued,Tangible Book Value,Invested Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Total Liabilities Net Minority Interest,Total Assets,ticker,date,Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
278,42857823.0,49651493.0,885009000.0,787950000.0,885009000.0,1173554000.0,1376492000.0,1173554000.0,1173554000.0,10565742000.0,11739296000.0,NBTB,2022-12-31,NBTB,NBT Bancorp Inc. - Common Stock,Q,N,N,100.0,N,N
279,43168012.0,49651493.0,960985000.0,311476000.0,960985000.0,1250453000.0,1464134000.0,1250453000.0,1250453000.0,10761658000.0,12012111000.0,NBTB,2021-12-31,NBTB,NBT Bancorp Inc. - Common Stock,Q,N,N,100.0,N,N
280,43629094.0,49651493.0,895342000.0,406731000.0,895342000.0,1187618000.0,1425963000.0,1187618000.0,1187618000.0,9745288000.0,10932906000.0,NBTB,2020-12-31,NBTB,NBT Bancorp Inc. - Common Stock,Q,N,N,100.0,N,N
281,43796611.0,49651493.0,833608000.0,820682000.0,833608000.0,1120397000.0,1285804000.0,1120397000.0,1120397000.0,8595528000.0,9715925000.0,NBTB,2019-12-31,NBTB,NBT Bancorp Inc. - Common Stock,Q,N,N,100.0,N,N
282,574600000.0,574600000.0,5710000000.0,6331000000.0,7344000000.0,6236000000.0,7965000000.0,7870000000.0,7870000000.0,43878000000.0,51748000000.0,AGNCL,2022-12-31,AGNCL,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock",Q,N,N,100.0,N,N
283,522200000.0,522200000.0,8276000000.0,8928000000.0,9765000000.0,8802000000.0,10417000000.0,10291000000.0,10291000000.0,57858000000.0,68149000000.0,AGNCL,2021-12-31,AGNCL,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock",Q,N,N,100.0,N,N
284,539500000.0,539500000.0,9064000000.0,9767000000.0,10553000000.0,9590000000.0,11256000000.0,11079000000.0,11079000000.0,70738000000.0,81817000000.0,AGNCL,2020-12-31,AGNCL,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock",Q,N,N,100.0,N,N
285,540900000.0,540900000.0,9583000000.0,10337000000.0,10515000000.0,10109000000.0,11269000000.0,11041000000.0,11041000000.0,102041000000.0,113082000000.0,AGNCL,2019-12-31,AGNCL,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock",Q,N,N,100.0,N,N
286,35554677.0,35554677.0,16825165.0,23912912.0,16830215.0,23912912.0,23917962.0,23917962.0,23917962.0,613455.0,24531417.0,MOXC,2022-12-31,MOXC,Moxian (BVI) Inc  - Ordinary Shares,S,N,D,100.0,N,N
287,19554677.0,19554677.0,1561966.0,6561966.0,1567016.0,6561966.0,6567016.0,6567016.0,6567016.0,1170096.0,7737112.0,MOXC,2021-12-31,MOXC,Moxian (BVI) Inc  - Ordinary Shares,S,N,D,100.0,N,N
288,19341529.0,19341529.0,400773.0,760322.0,400773.0,400773.0,400773.0,400773.0,400773.0,1894884.0,2295657.0,MOXC,2020-09-30,MOXC,Moxian (BVI) Inc  - Ordinary Shares,S,N,D,100.0,N,N
289,19341529.0,19341529.0,148687.0,645980.0,148687.0,148687.0,148687.0,148687.0,148687.0,2376945.0,2525632.0,MOXC,2019-09-30,MOXC,Moxian (BVI) Inc  - Ordinary Shares,S,N,D,100.0,N,N
290,90853000.0,90853000.0,-142792000.0,202681000.0,-74444000.0,68097000.0,271029000.0,148945000.0,136445000.0,249127000.0,398072000.0,SNCR,2022-12-31,SNCR,"Synchronoss Technologies, Inc. - Common Stock",S,N,D,100.0,N,N
291,88305000.0,88305000.0,-133754000.0,223927000.0,-61249000.0,90823000.0,296432000.0,175828000.0,163328000.0,274906000.0,450734000.0,SNCR,2021-12-31,SNCR,"Synchronoss Technologies, Inc. - Common Stock",S,N,D,100.0,N,N
292,44015000.0,51177000.0,-189489000.0,53282000.0,48152000.0,43282000.0,280923000.0,280923000.0,280923000.0,201332000.0,482255000.0,SNCR,2020-12-31,SNCR,"Synchronoss Technologies, Inc. - Common Stock",S,N,D,100.0,N,N
293,44542000.0,51704000.0,-223752000.0,76830000.0,-22887000.0,76830000.0,277695000.0,290195000.0,277695000.0,232822000.0,523017000.0,SNCR,2019-12-31,SNCR,"Synchronoss Technologies, Inc. - Common Stock",S,N,D,100.0,N,N
294,15010075.0,15010075.0,115236974.0,115381417.0,115236974.0,115236974.0,115236974.0,115236974.0,115236974.0,4237635.0,119474609.0,FTII,2022-12-31,FTII,FutureTech II Acquisition Corp. - Class A Common Stock,G,N,N,100.0,N,N
295,14490000.0,14490000.0,24562.0,125455.0,24562.0,24562.0,24562.0,24562.0,24562.0,115893.0,140455.0,FTII,2021-12-31,FTII,FutureTech II Acquisition Corp. - Class A Common Stock,G,N,N,100.0,N,N
296,8901389.0,8901389.0,66691005.0,66691005.0,66691005.0,66691005.0,66691005.0,66691005.0,66691005.0,2786420.0,69477425.0,ARIZU,2022-09-30,ARIZU,Arisz Acquisition Corp. - Unit,G,N,N,100.0,N,N
297,8901389.0,8901389.0,24510.0,129510.0,24510.0,24510.0,24510.0,24510.0,24510.0,125490.0,150000.0,ARIZU,2021-09-30,ARIZU,Arisz Acquisition Corp. - Unit,G,N,N,100.0,N,N
298,386300000.0,393200000.0,1932800000.0,4102100000.0,1932800000.0,2131800000.0,3329500000.0,2131800000.0,2131800000.0,3259900000.0,5391700000.0,DXCM,2022-12-31,DXCM,"DexCom, Inc. - Common Stock",Q,N,N,100.0,N,N
299,388000000.0,391200000.0,2183000000.0,3954200000.0,2183000000.0,2251500000.0,3954200000.0,2251500000.0,2251500000.0,2612100000.0,4863600000.0,DXCM,2021-12-31,DXCM,"DexCom, Inc. - Common Stock",Q,N,N,100.0,N,N
300,384400000.0,387600000.0,1807200000.0,3493700000.0,1807200000.0,1826500000.0,3493700000.0,1826500000.0,1826500000.0,2464000000.0,4290500000.0,DXCM,2020-12-31,DXCM,"DexCom, Inc. - Common Stock",Q,N,N,100.0,N,N
301,366400000.0,369600000.0,864000000.0,1942300000.0,864000000.0,882600000.0,1942300000.0,882600000.0,882600000.0,1512400000.0,2395000000.0,DXCM,2019-12-31,DXCM,"DexCom, Inc. - Common Stock",Q,N,N,100.0,N,N
302,32983000.0,32983000.0,215024000.0,283737000.0,215024000.0,215024000.0,283737000.0,215024000.0,215024000.0,415530000.0,630554000.0,HNRG,2022-12-31,HNRG,Hallador Energy Company - Common Stock,S,N,N,100.0,N,N
303,30785000.0,30785000.0,182235000.0,266902000.0,182235000.0,182235000.0,266902000.0,186235000.0,182235000.0,167745000.0,353980000.0,HNRG,2021-12-31,HNRG,Hallador Energy Company - Common Stock,S,N,N,100.0,N,N
304,30610000.0,30610000.0,185260000.0,292567000.0,185260000.0,185260000.0,287077000.0,189260000.0,185260000.0,194870000.0,384130000.0,HNRG,2020-12-31,HNRG,Hallador Energy Company - Common Stock,S,N,N,100.0,N,N
305,30420000.0,30420000.0,191530000.0,332124000.0,191530000.0,191530000.0,332124000.0,195530000.0,191530000.0,230097000.0,425627000.0,HNRG,2019-12-31,HNRG,Hallador Energy Company - Common Stock,S,N,N,100.0,N,N
306,45629000.0,45629000.0,254428000.0,270845000.0,254428000.0,270845000.0,270845000.0,270845000.0,270845000.0,58388000.0,329233000.0,LASR,2022-12-31,LASR,"nLIGHT, Inc. - Common Stock",Q,N,N,100.0,N,N
307,44248000.0,44248000.0,283015000.0,302133000.0,283015000.0,302133000.0,302133000.0,302133000.0,302133000.0,71485000.0,373618000.0,LASR,2021-12-31,LASR,"nLIGHT, Inc. - Common Stock",Q,N,N,100.0,N,N
308,39793215.0,39793215.0,199085000.0,220313000.0,199085000.0,219914000.0,220129000.0,219914000.0,219914000.0,63730000.0,283644000.0,LASR,2020-12-31,LASR,"nLIGHT, Inc. - Common Stock",Q,N,N,100.0,N,N
309,38084000.0,38084000.0,196730000.0,216659000.0,196730000.0,216608000.0,216608000.0,216608000.0,216608000.0,33358000.0,249966000.0,LASR,2019-12-31,LASR,"nLIGHT, Inc. - Common Stock",Q,N,N,100.0,N,N
310,19186500.0,19186500.0,142888427.0,143008427.0,142888427.0,142888427.0,142888427.0,142888427.0,142888427.0,8886916.0,151775343.0,ARYD,2022-12-31,ARYD,ARYA Sciences Acquisition Corp IV - Class A Ordinary Shares,S,N,N,100.0,N,N
311,19186500.0,19186500.0,139204693.0,139204693.0,139204693.0,139204693.0,139204693.0,139204693.0,139204693.0,11217682.0,150422375.0,ARYD,2021-12-31,ARYD,ARYA Sciences Acquisition Corp IV - Class A Ordinary Shares,S,N,N,100.0,N,N
312,16710000.0,16710000.0,-13539.0,-13539.0,-13539.0,-13539.0,-13539.0,-13539.0,-13539.0,55994.0,42455.0,ARYD,2020-12-31,ARYD,ARYA Sciences Acquisition Corp IV - Class A Ordinary Shares,S,N,N,100.0,N,N
313,18694206.0,19712722.0,5431000.0,64496000.0,5434000.0,41863000.0,41866000.0,46272000.0,41866000.0,38689000.0,84961000.0,SLNH,2022-12-31,SLNH,"Soluna Holdings, Inc. - Common Stock",S,N,D,100.0,N,N
314,13754206.0,14769699.0,45148000.0,99108000.0,45149000.0,90987000.0,90988000.0,90988000.0,90988000.0,26706000.0,117694000.0,SLNH,2021-12-31,SLNH,"Soluna Holdings, Inc. - Common Stock",S,N,D,100.0,N,N
315,9734607.0,10750100.0,5916000.0,5916000.0,5916000.0,5916000.0,5916000.0,5916000.0,5916000.0,2731000.0,8647000.0,SLNH,2020-12-31,SLNH,"Soluna Holdings, Inc. - Common Stock",S,N,D,100.0,N,N
316,9570677.0,10586170.0,3833000.0,3833000.0,3833000.0,3833000.0,3833000.0,3833000.0,3833000.0,1918000.0,5751000.0,SLNH,2019-12-31,SLNH,"Soluna Holdings, Inc. - Common Stock",S,N,D,100.0,N,N
317,18216858.0,18216858.0,31138166.0,31138166.0,31138166.0,31138166.0,31138166.0,31138166.0,31138166.0,2299694.0,33437860.0,GNTA,2022-12-31,GNTA,Genenta Science S.p.A. - American Depositary Shares,S,N,N,100.0,N,N
318,18216858.0,18216858.0,38861183.0,38861183.0,38861183.0,38861183.0,38861183.0,38861183.0,38861183.0,1165657.0,40026840.0,GNTA,2021-12-31,GNTA,Genenta Science S.p.A. - American Depositary Shares,S,N,N,100.0,N,N
319,17608695.0,17608695.0,15151309.0,15151309.0,15151309.0,15151309.0,15151309.0,15151309.0,15151309.0,2350806.0,17502115.0,GNTA,2020-12-31,GNTA,Genenta Science S.p.A. - American Depositary Shares,S,N,N,100.0,N,N
320,17608695.0,17608695.0,18850813.0,18850813.0,18850813.0,18850813.0,18850813.0,18850813.0,18850813.0,2497365.0,21348178.0,GNTA,2019-12-31,GNTA,Genenta Science S.p.A. - American Depositary Shares,S,N,N,100.0,N,N
321,323951000.0,323951000.0,2424743000.0,2488427000.0,2424743000.0,2488427000.0,2488427000.0,2488427000.0,2488427000.0,583062000.0,3071489000.0,EXEL,2022-12-31,EXEL,"Exelixis, Inc. - Common Stock",Q,N,N,100.0,N,N
322,318842000.0,318842000.0,2146931000.0,2210615000.0,2146931000.0,2210615000.0,2210615000.0,2210615000.0,2210615000.0,405624000.0,2616239000.0,EXEL,2021-12-31,EXEL,"Exelixis, Inc. - Common Stock",Q,N,N,100.0,N,N
323,311627000.0,311627000.0,1815429000.0,1879113000.0,1815429000.0,1879113000.0,1879113000.0,1879113000.0,1879113000.0,258220000.0,2137333000.0,EXEL,2020-12-31,EXEL,"Exelixis, Inc. - Common Stock",Q,N,N,100.0,N,N
324,304831000.0,304831000.0,1685970000.0,1685970000.0,1685970000.0,1685970000.0,1685970000.0,1685970000.0,1685970000.0,199700000.0,1885670000.0,EXEL,2019-12-31,EXEL,"Exelixis, Inc. - Common Stock",Q,N,N,100.0,N,N
325,95283563.0,95283563.0,542680000.0,2138662000.0,542680000.0,635310000.0,2138662000.0,682794000.0,635310000.0,1770696000.0,2453490000.0,RADI,2022-12-31,RADI,"Radius Global Infrastructure, Inc. - Common Stock",G,N,N,100.0,N,N
326,92159612.0,92159612.0,644410000.0,2005058000.0,644410000.0,732833000.0,2005058000.0,783658000.0,732833000.0,1453277000.0,2236935000.0,RADI,2021-12-31,RADI,"Radius Global Infrastructure, Inc. - Common Stock",G,N,N,100.0,N,N
327,58425000.0,58425000.0,-461432000.0,1204959000.0,-461432000.0,476486000.0,1204959000.0,532068000.0,476486000.0,896162000.0,1428230000.0,RADI,2020-12-31,RADI,"Radius Global Infrastructure, Inc. - Common Stock",G,N,N,100.0,N,N
328,58425000.0,58425000.0,-464846000.0,457595000.0,-464846000.0,-115336000.0,408711000.0,-115336000.0,-115336000.0,648145000.0,532809000.0,RADI,2019-12-31,RADI,"Radius Global Infrastructure, Inc. - Common Stock",G,N,N,100.0,N,N
329,13857537.0,13857537.0,9718358.0,11292070.0,9718358.0,9718358.0,9718358.0,9718358.0,9718358.0,5887674.0,15606032.0,LCAHU,2022-12-31,LCAHU,"Landcadia Holdings IV, Inc. - Units",S,N,D,100.0,N,N
330,62500000.0,62500000.0,461014133.0,461867845.0,461014133.0,461014133.0,461014133.0,461014133.0,461014133.0,40103112.0,501117245.0,LCAHU,2021-12-31,LCAHU,"Landcadia Holdings IV, Inc. - Units",S,N,D,100.0,N,N
331,62500000.0,62500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LCAHU,2020-12-31,LCAHU,"Landcadia Holdings IV, Inc. - Units",S,N,D,100.0,N,N
332,34194018.0,34194018.0,1073871000.0,1913035000.0,1073871000.0,1456432000.0,1913035000.0,1456432000.0,1456432000.0,14376999000.0,15833431000.0,BANR,2022-12-31,BANR,Banner Corporation - Common Stock,Q,N,N,100.0,N,N
333,34252632.0,34252632.0,1302351000.0,1958706000.0,1302351000.0,1690327000.0,1958706000.0,1690327000.0,1690327000.0,15114545000.0,16804872000.0,BANR,2021-12-31,BANR,Banner Corporation - Common Stock,Q,N,N,100.0,N,N
334,35159200.0,35159200.0,1271717000.0,2031439000.0,1271717000.0,1666264000.0,2031439000.0,1666264000.0,1666264000.0,13365359000.0,15031623000.0,BANR,2020-12-31,BANR,Banner Corporation - Common Stock,Q,N,N,100.0,N,N
335,35751576.0,35751576.0,1191755000.0,2163338000.0,1191755000.0,1594034000.0,2163338000.0,1594034000.0,1594034000.0,11009997000.0,12604031000.0,BANR,2019-12-31,BANR,Banner Corporation - Common Stock,Q,N,N,100.0,N,N
336,64231220.0,66398164.0,180167000.0,200130000.0,180167000.0,200130000.0,200130000.0,200130000.0,200130000.0,43708000.0,243838000.0,SOPH,2022-12-31,SOPH,SOPHiA GENETICS SA - Ordinary Shares,Q,N,N,100.0,N,N
337,63857604.0,63857604.0,259727000.0,275400000.0,259727000.0,275400000.0,275400000.0,275400000.0,275400000.0,44773000.0,320173000.0,SOPH,2021-12-31,SOPH,SOPHiA GENETICS SA - Ordinary Shares,Q,N,N,100.0,N,N
338,63338111.0,63338111.0,87228000.0,103840000.0,87228000.0,100510000.0,100967000.0,100510000.0,100510000.0,31605000.0,132115000.0,SOPH,2020-12-31,SOPH,SOPHiA GENETICS SA - Ordinary Shares,Q,N,N,100.0,N,N
339,63338111.0,63338111.0,12017000.0,26091000.0,12017000.0,22253000.0,23866000.0,22253000.0,22253000.0,29402000.0,51655000.0,SOPH,2019-12-31,SOPH,SOPHiA GENETICS SA - Ordinary Shares,Q,N,N,100.0,N,N
340,35937500.0,35937500.0,289066182.0,289066182.0,289066182.0,289066182.0,289066182.0,289066182.0,289066182.0,11115823.0,300182005.0,PWUPW,2022-12-31,PWUPW,PowerUp Acquisition Corp. - Warrant,G,N,N,100.0,N,N
341,35937500.0,35937500.0,-475.0,238121.0,-475.0,-475.0,-475.0,-475.0,-475.0,293696.0,293221.0,PWUPW,2021-12-31,PWUPW,PowerUp Acquisition Corp. - Warrant,G,N,N,100.0,N,N
342,147023144.0,175389586.0,118700000.0,2344900000.0,118700000.0,1125700000.0,2326200000.0,1131800000.0,1125700000.0,2486700000.0,3618500000.0,BRKR,2022-12-31,BRKR,Bruker Corporation - Common Stock,Q,N,N,100.0,N,N
343,150753687.0,174905035.0,312500000.0,2418800000.0,312500000.0,1084600000.0,2306400000.0,1084800000.0,1084600000.0,2565200000.0,3650000000.0,BRKR,2021-12-31,BRKR,Bruker Corporation - Common Stock,Q,N,N,100.0,N,N
344,151987081.0,174045610.0,315500000.0,844500000.0,315500000.0,975600000.0,1817900000.0,975600000.0,975600000.0,2072300000.0,3047900000.0,BRKR,2020-12-31,BRKR,Bruker Corporation - Common Stock,Q,N,N,100.0,N,N
345,154155798.0,173502375.0,313600000.0,813300000.0,313600000.0,917100000.0,1729900000.0,917100000.0,917100000.0,1854400000.0,2771500000.0,BRKR,2019-12-31,BRKR,Bruker Corporation - Common Stock,Q,N,N,100.0,N,N
346,34540304.0,35450257.0,85807000.0,98607000.0,85807000.0,85807000.0,98607000.0,85807000.0,85807000.0,29722000.0,115529000.0,ZVRA,2022-12-31,ZVRA,"Zevra Therapeutics, Inc.  - Common Stock",Q,N,N,100.0,N,N
347,35005640.0,35325801.0,127118000.0,127118000.0,127118000.0,127118000.0,127118000.0,127118000.0,127118000.0,5823000.0,132941000.0,ZVRA,2021-12-31,ZVRA,"Zevra Therapeutics, Inc.  - Common Stock",Q,N,N,100.0,N,N
348,4537321.0,4537321.0,-66412000.0,2027000.0,-66412000.0,-66412000.0,1637000.0,-66412000.0,-66412000.0,77621000.0,11209000.0,ZVRA,2020-12-31,ZVRA,"Zevra Therapeutics, Inc.  - Common Stock",Q,N,N,100.0,N,N
349,2271882.0,2271882.0,-74456000.0,2887000.0,-74456000.0,-74456000.0,2887000.0,-74456000.0,-74456000.0,84963000.0,10507000.0,ZVRA,2019-12-31,ZVRA,"Zevra Therapeutics, Inc.  - Common Stock",Q,N,N,100.0,N,N
350,200270599.0,200270599.0,63306000.0,196124000.0,63306000.0,63306000.0,195996000.0,63306000.0,63306000.0,185648000.0,248954000.0,HYMCW,2022-12-31,HYMCW,Hycroft Mining Holding Corporation - Warrant,S,N,N,100.0,N,N
351,60433395.0,60433395.0,-68494000.0,91810000.0,-68494000.0,-68494000.0,75144000.0,-68494000.0,-68494000.0,210818000.0,142324000.0,HYMCW,2021-12-31,HYMCW,Hycroft Mining Holding Corporation - Warrant,S,N,N,100.0,N,N
352,59901306.0,59901306.0,31944000.0,179729000.0,31944000.0,31944000.0,174609000.0,31944000.0,31944000.0,200682000.0,232626000.0,HYMCW,2020-12-31,HYMCW,Hycroft Mining Holding Corporation - Warrant,S,N,N,100.0,N,N
353,50200000.0,50200000.0,-439251000.0,114714000.0,-439251000.0,-439251000.0,-439251000.0,-439251000.0,-439251000.0,573888000.0,134637000.0,HYMCW,2019-12-31,HYMCW,Hycroft Mining Holding Corporation - Warrant,S,N,N,100.0,N,N
354,25027467.0,25027467.0,376493000.0,421154000.0,376493000.0,384754000.0,384754000.0,384754000.0,384754000.0,914064000.0,1298818000.0,PLMR,2022-12-31,PLMR,"Palomar Holdings, Inc. - Common stock",Q,N,N,100.0,N,N
355,25428929.0,25428929.0,384668000.0,394169000.0,384668000.0,394169000.0,394169000.0,394169000.0,394169000.0,531565000.0,925734000.0,PLMR,2021-12-31,PLMR,"Palomar Holdings, Inc. - Common stock",Q,N,N,100.0,N,N
356,25525796.0,25525796.0,352201000.0,363713000.0,352201000.0,363713000.0,363713000.0,363713000.0,363713000.0,365379000.0,729092000.0,PLMR,2020-12-31,PLMR,"Palomar Holdings, Inc. - Common stock",Q,N,N,100.0,N,N
357,23468750.0,23468750.0,217812000.0,218556000.0,217812000.0,218556000.0,218556000.0,218556000.0,218556000.0,176906000.0,395462000.0,PLMR,2019-12-31,PLMR,"Palomar Holdings, Inc. - Common stock",Q,N,N,100.0,N,N
358,27052155.0,27052155.0,133748106.0,134103701.0,133748106.0,133748106.0,133748106.0,133748106.0,133748106.0,7759733.0,141507839.0,ZURAW,2022-12-31,ZURAW,Zura Bio Limited - Warrant,S,N,N,100.0,N,N
359,26553700.0,26553700.0,-7819000.0,-7819000.0,-7819000.0,-7819000.0,-7819000.0,-7819000.0,-7819000.0,12539000.0,4720000.0,ZURAW,2022-03-31,ZURAW,Zura Bio Limited - Warrant,S,N,N,100.0,N,N
360,27052155.0,27052155.0,130198979.0,130198979.0,130198979.0,130198979.0,130198979.0,130198979.0,130198979.0,10352192.0,140551171.0,ZURAW,2021-12-31,ZURAW,Zura Bio Limited - Warrant,S,N,N,100.0,N,N
361,9961875.0,9961875.0,77709135.0,78189135.0,77709135.0,77709135.0,77709135.0,77709135.0,77709135.0,3848220.0,81557355.0,CLRCW,2022-12-31,CLRCW,ClimateRock - Warrant,G,N,N,100.0,N,N
362,9961875.0,9961875.0,20270.0,83343.0,20270.0,20270.0,20270.0,20270.0,20270.0,63073.0,83343.0,CLRCW,2021-12-31,CLRCW,ClimateRock - Warrant,G,N,N,100.0,N,N
363,35869000.0,35869000.0,-201855000.0,-152636000.0,-201854000.0,-201855000.0,-201854000.0,-201854000.0,-201854000.0,408968000.0,207114000.0,AMTX,2022-12-31,AMTX,"Aemetis, Inc - Common Stock",G,N,N,100.0,N,N
364,33461000.0,33461000.0,-120239000.0,-97461000.0,-120238000.0,-120239000.0,-120238000.0,-120238000.0,-120238000.0,281069000.0,160831000.0,AMTX,2021-12-31,AMTX,"Aemetis, Inc - Common Stock",G,N,N,100.0,N,N
365,22830000.0,22830000.0,-184745000.0,-125230000.0,-184744000.0,-184745000.0,-184744000.0,-184744000.0,-184744000.0,309883000.0,125139000.0,AMTX,2020-12-31,AMTX,"Aemetis, Inc - Common Stock",G,N,N,100.0,N,N
366,20570000.0,20570000.0,-154373000.0,-131633000.0,-154372000.0,-154373000.0,-154372000.0,-154372000.0,-154372000.0,254268000.0,99896000.0,AMTX,2019-12-31,AMTX,"Aemetis, Inc - Common Stock",G,N,N,100.0,N,N
367,5083406.0,5083406.0,32877689.0,32877689.0,32877689.0,32877689.0,32877689.0,32877689.0,32877689.0,1801307.0,34678996.0,HHGCU,2022-12-31,HHGCU,HHG Capital Corporation - Units,S,N,N,100.0,N,N
368,7477000.0,7477000.0,57199527.0,57199527.0,57199527.0,57199527.0,57199527.0,57199527.0,57199527.0,1660708.0,58860235.0,HHGCU,2021-12-31,HHGCU,HHG Capital Corporation - Units,S,N,N,100.0,N,N
369,7477000.0,7477000.0,6746.0,6746.0,6746.0,6746.0,6746.0,6746.0,6746.0,48302.0,55048.0,HHGCU,2020-12-31,HHGCU,HHG Capital Corporation - Units,S,N,N,100.0,N,N
370,5110014.0,5110014.0,-3275029.0,1717731.0,-3274814.0,1696238.0,1696453.0,2807300.0,1696453.0,2876931.0,5684231.0,ATLX,2022-12-31,ATLX,Atlas Lithium Corporation - Common Stock,S,N,N,100.0,N,N
371,4145571.0,4145571.0,-2397124.0,-1084517.0,-2396909.0,-1094684.0,-1094469.0,456866.0,-1094469.0,1107331.0,1564197.0,ATLX,2021-12-31,ATLX,Atlas Lithium Corporation - Common Stock,S,N,N,100.0,N,N
372,2663906.0,2663906.0,-3880605.0,-1798367.0,-3880604.0,-3473138.0,-3473137.0,-1496252.0,-3473137.0,2448140.0,951888.0,ATLX,2020-12-31,ATLX,Atlas Lithium Corporation - Common Stock,S,N,N,100.0,N,N
373,1509913.0,1509913.0,-3277222.0,-1251368.0,-3277221.0,-2767360.0,-2767359.0,-1320644.0,-2767359.0,2347085.0,1026441.0,ATLX,2019-12-31,ATLX,Atlas Lithium Corporation - Common Stock,S,N,N,100.0,N,N
374,5542637.0,5542637.0,-4992000.0,38622000.0,-4992000.0,-4992000.0,38622000.0,-4992000.0,-4992000.0,69433000.0,64441000.0,EVLO,2022-12-31,EVLO,"Evelo Biosciences, Inc. - Common Stock",Q,N,D,100.0,N,N
375,2678822.0,2678822.0,8667000.0,55224000.0,8667000.0,8667000.0,55224000.0,8667000.0,8667000.0,79204000.0,87871000.0,EVLO,2021-12-31,EVLO,"Evelo Biosciences, Inc. - Common Stock",Q,N,D,100.0,N,N
376,2373505.0,2374424.0,30485000.0,30048000.0,30485000.0,30485000.0,60533000.0,30485000.0,30485000.0,60154000.0,90639000.0,EVLO,2020-12-31,EVLO,"Evelo Biosciences, Inc. - Common Stock",Q,N,D,100.0,N,N
377,1608530.0,1611612.0,60197000.0,19634000.0,60197000.0,60197000.0,79831000.0,60197000.0,60197000.0,30723000.0,90920000.0,EVLO,2019-12-31,EVLO,"Evelo Biosciences, Inc. - Common Stock",Q,N,D,100.0,N,N
378,8461392.0,8461392.0,-2137314.0,-2137314.0,-2137314.0,-2137314.0,-2137314.0,-2137314.0,-2137314.0,69259513.0,67122199.0,PNACW,2022-12-31,PNACW,Prime Number Acquisition I Corp. - Warrant,G,N,N,100.0,N,N
379,8461392.0,8461392.0,23643.0,373643.0,23643.0,23643.0,23643.0,23643.0,23643.0,350000.0,373643.0,PNACW,2021-12-31,PNACW,Prime Number Acquisition I Corp. - Warrant,G,N,N,100.0,N,N
380,4999083.0,4999083.0,96853000.0,174372000.0,96853000.0,98734000.0,174372000.0,98734000.0,98734000.0,1256601000.0,1355335000.0,OPOF,2022-12-31,OPOF,Old Point Financial Corporation - Common Stock,S,N,N,100.0,N,N
381,5239707.0,5239707.0,118893000.0,150225000.0,118893000.0,120818000.0,150225000.0,120818000.0,120818000.0,1217067000.0,1337885000.0,OPOF,2021-12-31,OPOF,Old Point Financial Corporation - Common Stock,S,N,N,100.0,N,N
382,5224019.0,5224019.0,115176000.0,118495000.0,115176000.0,117145000.0,118495000.0,117145000.0,117145000.0,1109046000.0,1226191000.0,OPOF,2020-12-31,OPOF,Old Point Financial Corporation - Common Stock,S,N,N,100.0,N,N
383,5200038.0,5200038.0,107743000.0,148706000.0,107743000.0,109756000.0,148706000.0,109756000.0,109756000.0,944732000.0,1054488000.0,OPOF,2019-12-31,OPOF,Old Point Financial Corporation - Common Stock,S,N,N,100.0,N,N
384,157013000.0,230779000.0,39300000.0,1006500000.0,39300000.0,774400000.0,1006500000.0,775800000.0,774400000.0,1196400000.0,1972200000.0,LAUR,2022-12-31,LAUR,"Laureate Education, Inc. - Common Stock",Q,N,N,100.0,N,N
385,180611000.0,228831000.0,450000000.0,1293300000.0,450000000.0,1139600000.0,1293300000.0,1141300000.0,1139600000.0,1070000000.0,2211300000.0,LAUR,2021-12-31,LAUR,"Laureate Education, Inc. - Common Stock",Q,N,N,100.0,N,N
386,205911000.0,227954000.0,1463500000.0,995700000.0,1463500000.0,2263900000.0,3259600000.0,2265600000.0,2263900000.0,2705300000.0,4970900000.0,LAUR,2020-12-31,LAUR,"Laureate Education, Inc. - Common Stock",Q,N,N,100.0,N,N
387,210406000.0,226414000.0,-18200000.0,1379100000.0,-18200000.0,2804200000.0,4183300000.0,2816500000.0,2804200000.0,3699100000.0,6515600000.0,LAUR,2019-12-31,LAUR,"Laureate Education, Inc. - Common Stock",Q,N,N,100.0,N,N
388,200485621.0,201190621.0,1917033000.0,3037889000.0,1917033000.0,1917033000.0,2945024000.0,1917033000.0,1917033000.0,1340258000.0,3257291000.0,GOGL,2022-12-31,GOGL,Golden Ocean Group Limited - Common Stock,Q,N,N,100.0,N,N
